Title,File,Start Page,End Page,Key,Composer
Song Is You,realbook_hal_6th_C.pdf,374,375,C,Jerome Kern/Oscar Hammerstein
Sophisticated Lady,realbook_hal_6th_C.pdf,376,376,C,Duke Ellington/Irving Mills/Mitchell Parish
Sorcerer,realbook_hal_6th_C.pdf,377,377,C,Herbie Hancock
Speak No Evil,realbook_hal_6th_C.pdf,378,378,C,Wayne Shorter
Sphinx (The),realbook_hal_6th_C.pdf,379,379,C,Ornette Coleman
Standing On The Corner,realbook_hal_6th_C.pdf,380,380,C,Frank Losser
Star-Crossed Lovers,realbook_hal_6th_C.pdf,381,381,C,Duke Ellington/Billy Strayhorn
Stella By Starlight,realbook_hal_6th_C.pdf,382,382,C,Victor Young/Ned Washington
Steps,realbook_hal_6th_C.pdf,383,383,C,Chick Corea
Stolen Moments,realbook_hal_6th_C.pdf,384,384,C,Oliver Nelson
Stompin' At The Savoy,realbook_hal_6th_C.pdf,385,385,C,Benny Goodman/Edgar Sampson/Chick Webb
Straight No Chaser,realbook_hal_6th_C.pdf,386,386,C,Thelonious Monk
Sugar,realbook_hal_6th_C.pdf,387,387,C,Stanley Turrentine
String Of Pearls,realbook_hal_6th_C.pdf,388,389,C,Jerry Gray
Stuff,realbook_hal_6th_C.pdf,390,391,C,Miles Davis
Sunday Kind Of Love,realbook_hal_6th_C.pdf,392,392,C,Barbara Belle/Louis Prima/Anita Leonard/Stan Rhodes
Surrey With The Fringe On Top,realbook_hal_6th_C.pdf,393,393,C,Richard Rodgers/Oscar Hammerstein
Swedish Pastry,realbook_hal_6th_C.pdf,394,394,C,Barney Kessel
Sweet Georgia Bright,realbook_hal_6th_C.pdf,395,395,C,Charles Lloyd
Sweet Henry,realbook_hal_6th_C.pdf,396,396,C,Steve Swallow/Jack Gregg
Take Five,realbook_hal_6th_C.pdf,397,397,C,Paul Desmond
Take The A Train,realbook_hal_6th_C.pdf,398,398,C,Billy Strayhorn
Thanks For The Memory,realbook_hal_6th_C.pdf,399,399,C,Leo Robin/Ralph Ranger
Tame Thy Pen,realbook_hal_6th_C.pdf,400,401,C,Richard Niles
Tell Me A Bedtime Story,realbook_hal_6th_C.pdf,402,403,C,Herbie Hancock
That's Amore,realbook_hal_6th_C.pdf,404,405,C,Harry Warren/Jack Brooks
There Is No Greater Love,realbook_hal_6th_C.pdf,406,406,C,Isham Jones/Marty Symes
There Will Never Be Another You,realbook_hal_6th_C.pdf,407,407,C,Harry Warren/Mack Gordon
There'll Be Some Changes Made,realbook_hal_6th_C.pdf,408,408,C,Brenton Overstreet/Billy Higgins
They Didn't Believe Me,realbook_hal_6th_C.pdf,409,409,C,Jerome Kern/Herbert Reynolds
Think On Me,realbook_hal_6th_C.pdf,410,410,C,George Cables
Thou Swell,realbook_hal_6th_C.pdf,411,411,C,Richard Rodgers/Lorenz Hart
Three Flowers,realbook_hal_6th_C.pdf,412,412,C,McCoy Tyner
Time Remembered,realbook_hal_6th_C.pdf,413,413,C,Bill Evans
Tones For Joan's Bones,realbook_hal_6th_C.pdf,414,414,C,Chick Corea
Topsy,realbook_hal_6th_C.pdf,415,415,C,Edgar Battle/Eddie Durham
Tour De Force,realbook_hal_6th_C.pdf,416,416,C,Dizzy Gillespie
Triste,realbook_hal_6th_C.pdf,417,417,C,Antonio Carlos Jobim
Tune-Up,realbook_hal_6th_C.pdf,418,418,C,Miles Davis
Turn Out The Stars,realbook_hal_6th_C.pdf,419,419,C,Bill Evans/Gene Lees
Twisted Blues,realbook_hal_6th_C.pdf,420,420,C,Wes Montgomery
Unquity Road,realbook_hal_6th_C.pdf,421,421,C,Pat Metheny
Unchain My Heart,realbook_hal_6th_C.pdf,422,423,C,Bobby Sharp/Teddy Powell
Unity Village,realbook_hal_6th_C.pdf,424,424,C,Pat Metheny
Up Jumped Spring,realbook_hal_6th_C.pdf,425,425,C,Freddie Hubbard
Upper Manhattan Medical Group,realbook_hal_6th_C.pdf,426,426,C,Billy Strayhorn
Valse Hot,realbook_hal_6th_C.pdf,427,427,C,Sonny Rollins
Very Early,realbook_hal_6th_C.pdf,428,428,C,Bill Evans
Virgo,realbook_hal_6th_C.pdf,429,429,C,Wayne Shorter
Wait Till You See Her,realbook_hal_6th_C.pdf,430,430,C,Richard Rodgers/Lorenz Hart
Wave,realbook_hal_6th_C.pdf,431,431,C,Antonio Carlos Jobim
Waltz For Debby,realbook_hal_6th_C.pdf,432,433,C,Bill Evans/Gene Lees
We'll Be Together Again,realbook_hal_6th_C.pdf,434,434,C,Carl Fisher/Frankie Lane
Well You Needn't,realbook_hal_6th_C.pdf,435,435,C,Thelonious Monk/Mike Ferro
West Coast Blues,realbook_hal_6th_C.pdf,436,436,C,Wes Montgomery
What Am I Here For,realbook_hal_6th_C.pdf,437,437,C,Duke Ellington
What Was,realbook_hal_6th_C.pdf,438,438,C,Chick Corea
When I Fall In Love,realbook_hal_6th_C.pdf,439,439,C,Victor Young/Edward Heyman
When Sunny Gets Blue,realbook_hal_6th_C.pdf,440,440,C,Marvin Fisher/Jack Segal
When You Wish Upon A Star,realbook_hal_6th_C.pdf,441,441,C,Leigh Harline/Ned Washington
Whispering,realbook_hal_6th_C.pdf,442,442,C,Richard Coburn/John Schonberger/Victor Rose
Windows,realbook_hal_6th_C.pdf,443,443,C,Chick Corea
Wild Flower,realbook_hal_6th_C.pdf,444,445,C,Wayne Shorter
Witch Hunt,realbook_hal_6th_C.pdf,446,446,C,Wayne Shorter
Woodchopper's Ball,realbook_hal_6th_C.pdf,447,447,C,Joe Bishop/Woody Herman
Wives And Lovers,realbook_hal_6th_C.pdf,448,449,C,Burt Bacharach/Hal David
Woody'n You,realbook_hal_6th_C.pdf,450,450,C,Dizzy Gillespie
World Is Waiting For The Sunrise (The),realbook_hal_6th_C.pdf,451,451,C,Ernest Seitz/Eugene Lockhart
Yes Or No,realbook_hal_6th_C.pdf,452,452,C,Wayne Shorter
Yesterday,realbook_hal_6th_C.pdf,453,453,C,John Lennon/Paul McCartney
Yesterdays,realbook_hal_6th_C.pdf,454,454,C,Jerome Kern/Otto Harbach
You Are Too Beautiful,realbook_hal_6th_C.pdf,455,455,C,Richard Rodgers/Lorenz Hart
You Are The Sunshine Of My Life,realbook_hal_6th_C.pdf,456,457,C,Stevie Wonder
You Brought A New Kind Of Love To Me,realbook_hal_6th_C.pdf,458,458,C,Sammie Fain/Irving Kahal/Pierre Norman
You Don't Know What Love Is,realbook_hal_6th_C.pdf,459,459,C,Don Raye/Gene DePaul
You Took Advantage Of Me,realbook_hal_6th_C.pdf,460,460,C,Richard Rodgers/Lorenz Hart
Young At Heart,realbook_hal_6th_C.pdf,461,461,C,Johnny Richards/Carolyn Leigh
You're Nobody 'Til Somebody Loves You,realbook_hal_6th_C.pdf,462,462,C,Russ Morgan/Larry Stock/James Cavanaugh
