Title,File,Start Page,End Page,Key,Composer
Red Clay,realbook_hal_6th_Eb.pdf,338,339,Eb,Freddie Hubbard
Reflections,realbook_hal_6th_Eb.pdf,340,340,Eb,Thelonious Monk
Ring Dem Bells,realbook_hal_6th_Eb.pdf,341,341,Eb,Duke Ellington/Irving Mills
Reincarnation Of A Lovebird,realbook_hal_6th_Eb.pdf,342,343,Eb,Charles Mingus
Road Song,realbook_hal_6th_Eb.pdf,344,344,Eb,Wes Montgomery
Round Midnight,realbook_hal_6th_Eb.pdf,345,345,Eb,Thelonious Monk/Cootie Williams/Bernie Hanighen
Ruby My Dear,realbook_hal_6th_Eb.pdf,346,347,Eb,Thelonious Monk
Saga Of Harrison Crabpeathers,realbook_hal_6th_Eb.pdf,348,348,Eb,Steve Kuhn
Satin Doll,realbook_hal_6th_Eb.pdf,349,349,Eb,Duke Ellington
Scotch And Soda,realbook_hal_6th_Eb.pdf,350,350,Eb,Dave Guard
Scrapple From The Apple,realbook_hal_6th_Eb.pdf,351,351,Eb,Charlie Parker
Sea Journey,realbook_hal_6th_Eb.pdf,352,353,Eb,Chick Corea/Neville Potter
Seven Come Eleven,realbook_hal_6th_Eb.pdf,354,354,Eb,Benny Goodman/Charlie Christian
Sidewinder,realbook_hal_6th_Eb.pdf,355,355,Eb,Lee Morgan
Seven Steps To Heaven,realbook_hal_6th_Eb.pdf,356,357,Eb,Miles David/Victor Feldman
Silver Hollow,realbook_hal_6th_Eb.pdf,358,358,Eb,Jack DeJohnette
Sirabhorn,realbook_hal_6th_Eb.pdf,359,359,Eb,Pat Metheny
Skating In Central Park,realbook_hal_6th_Eb.pdf,360,361,Eb,John Lewis
So Nice (Summer Samba),realbook_hal_6th_Eb.pdf,362,362,Eb,Marcos Valle/Paulo Sergio Valle/Norman Gimbel
Solar,realbook_hal_6th_Eb.pdf,363,363,Eb,Miles Davis
So What,realbook_hal_6th_Eb.pdf,364,365,Eb,Miles Davis
Solitude,realbook_hal_6th_Eb.pdf,366,366,Eb,Duke Ellington/Eddie De Lange/Irving Mills
Someday My Prince Will Come,realbook_hal_6th_Eb.pdf,367,367,Eb,Frank Churchill/Larry Morey
Some Other Spring,realbook_hal_6th_Eb.pdf,368,368,Eb,Arthur Herzog Jr./Irene Kitchings
Somebody Love Me,realbook_hal_6th_Eb.pdf,369,369,Eb,George Gershwin/B. G. Desylva/Ballard MacDonald/Emelia Renaud
Some Skunk Funk,realbook_hal_6th_Eb.pdf,370,371,Eb,Randy Brecker
Sometime Ago,realbook_hal_6th_Eb.pdf,372,372,Eb,Sergio Mihanovich
Song For My Father,realbook_hal_6th_Eb.pdf,373,373,Eb,Horace Silver
Song Is You,realbook_hal_6th_Eb.pdf,374,375,Eb,Jerome Kern/Oscar Hammerstein
Sophisticated Lady,realbook_hal_6th_Eb.pdf,376,376,Eb,Duke Ellington/Irving Mills/Mitchell Parish
Sorcerer,realbook_hal_6th_Eb.pdf,377,377,Eb,Herbie Hancock
Speak No Evil,realbook_hal_6th_Eb.pdf,378,378,Eb,Wayne Shorter
Sphinx (The),realbook_hal_6th_Eb.pdf,379,379,Eb,Ornette Coleman
Standing On The Corner,realbook_hal_6th_Eb.pdf,380,380,Eb,Frank Losser
Star-Crossed Lovers,realbook_hal_6th_Eb.pdf,381,381,Eb,Duke Ellington/Billy Strayhorn
Stella By Starlight,realbook_hal_6th_Eb.pdf,382,382,Eb,Victor Young/Ned Washington
Steps,realbook_hal_6th_Eb.pdf,383,383,Eb,Chick Corea
Stolen Moments,realbook_hal_6th_Eb.pdf,384,384,Eb,Oliver Nelson
Stompin' At The Savoy,realbook_hal_6th_Eb.pdf,385,385,Eb,Benny Goodman/Edgar Sampson/Chick Webb
Straight No Chaser,realbook_hal_6th_Eb.pdf,386,386,Eb,Thelonious Monk
Sugar,realbook_hal_6th_Eb.pdf,387,387,Eb,Stanley Turrentine
String Of Pearls,realbook_hal_6th_Eb.pdf,388,389,Eb,Jerry Gray
Stuff,realbook_hal_6th_Eb.pdf,390,391,Eb,Miles Davis
Sunday Kind Of Love,realbook_hal_6th_Eb.pdf,392,392,Eb,Barbara Belle/Louis Prima/Anita Leonard/Stan Rhodes
Surrey With The Fringe On Top,realbook_hal_6th_Eb.pdf,393,393,Eb,Richard Rodgers/Oscar Hammerstein
Swedish Pastry,realbook_hal_6th_Eb.pdf,394,394,Eb,Barney Kessel
Sweet Georgia Bright,realbook_hal_6th_Eb.pdf,395,395,Eb,Charles Lloyd
Sweet Henry,realbook_hal_6th_Eb.pdf,396,396,Eb,Steve Swallow/Jack Gregg
Take Five,realbook_hal_6th_Eb.pdf,397,397,Eb,Paul Desmond
Take The A Train,realbook_hal_6th_Eb.pdf,398,398,Eb,Billy Strayhorn
Thanks For The Memory,realbook_hal_6th_Eb.pdf,399,399,Eb,Leo Robin/Ralph Ranger
Tame Thy Pen,realbook_hal_6th_Eb.pdf,400,401,Eb,Richard Niles
Tell Me A Bedtime Story,realbook_hal_6th_Eb.pdf,402,403,Eb,Herbie Hancock
That's Amore,realbook_hal_6th_Eb.pdf,404,405,Eb,Harry Warren/Jack Brooks
There Is No Greater Love,realbook_hal_6th_Eb.pdf,406,406,Eb,Isham Jones/Marty Symes
There Will Never Be Another You,realbook_hal_6th_Eb.pdf,407,407,Eb,Harry Warren/Mack Gordon
There'll Be Some Changes Made,realbook_hal_6th_Eb.pdf,408,408,Eb,Brenton Overstreet/Billy Higgins
They Didn't Believe Me,realbook_hal_6th_Eb.pdf,409,409,Eb,Jerome Kern/Herbert Reynolds
Think On Me,realbook_hal_6th_Eb.pdf,410,410,Eb,George Cables
Thou Swell,realbook_hal_6th_Eb.pdf,411,411,Eb,Richard Rodgers/Lorenz Hart
Three Flowers,realbook_hal_6th_Eb.pdf,412,412,Eb,McCoy Tyner
Time Remembered,realbook_hal_6th_Eb.pdf,413,413,Eb,Bill Evans
Tones For Joan's Bones,realbook_hal_6th_Eb.pdf,414,414,Eb,Chick Corea
Topsy,realbook_hal_6th_Eb.pdf,415,415,Eb,Edgar Battle/Eddie Durham
Tour De Force,realbook_hal_6th_Eb.pdf,416,416,Eb,Dizzy Gillespie
Triste,realbook_hal_6th_Eb.pdf,417,417,Eb,Antonio Carlos Jobim
Tune-Up,realbook_hal_6th_Eb.pdf,418,418,Eb,Miles Davis
Turn Out The Stars,realbook_hal_6th_Eb.pdf,419,419,Eb,Bill Evans/Gene Lees
Twisted Blues,realbook_hal_6th_Eb.pdf,420,420,Eb,Wes Montgomery
Unquity Road,realbook_hal_6th_Eb.pdf,421,421,Eb,Pat Metheny
Unchain My Heart,realbook_hal_6th_Eb.pdf,422,423,Eb,Bobby Sharp/Teddy Powell
Unity Village,realbook_hal_6th_Eb.pdf,424,424,Eb,Pat Metheny
Up Jumped Spring,realbook_hal_6th_Eb.pdf,425,425,Eb,Freddie Hubbard
Upper Manhattan Medical Group,realbook_hal_6th_Eb.pdf,426,426,Eb,Billy Strayhorn
Valse Hot,realbook_hal_6th_Eb.pdf,427,427,Eb,Sonny Rollins
Very Early,realbook_hal_6th_Eb.pdf,428,428,Eb,Bill Evans
Virgo,realbook_hal_6th_Eb.pdf,429,429,Eb,Wayne Shorter
Wait Till You See Her,realbook_hal_6th_Eb.pdf,430,430,Eb,Richard Rodgers/Lorenz Hart
Wave,realbook_hal_6th_Eb.pdf,431,431,Eb,Antonio Carlos Jobim
Waltz For Debby,realbook_hal_6th_Eb.pdf,432,433,Eb,Bill Evans/Gene Lees
We'll Be Together Again,realbook_hal_6th_Eb.pdf,434,434,Eb,Carl Fisher/Frankie Lane
Well You Needn't,realbook_hal_6th_Eb.pdf,435,435,Eb,Thelonious Monk/Mike Ferro
West Coast Blues,realbook_hal_6th_Eb.pdf,436,436,Eb,Wes Montgomery
What Am I Here For,realbook_hal_6th_Eb.pdf,437,437,Eb,Duke Ellington
What Was,realbook_hal_6th_Eb.pdf,438,438,Eb,Chick Corea
When I Fall In Love,realbook_hal_6th_Eb.pdf,439,439,Eb,Victor Young/Edward Heyman
When Sunny Gets Blue,realbook_hal_6th_Eb.pdf,440,440,Eb,Marvin Fisher/Jack Segal
When You Wish Upon A Star,realbook_hal_6th_Eb.pdf,441,441,Eb,Leigh Harline/Ned Washington
Whispering,realbook_hal_6th_Eb.pdf,442,442,Eb,Richard Coburn/John Schonberger/Victor Rose
Windows,realbook_hal_6th_Eb.pdf,443,443,Eb,Chick Corea
Wild Flower,realbook_hal_6th_Eb.pdf,444,445,Eb,Wayne Shorter
Witch Hunt,realbook_hal_6th_Eb.pdf,446,446,Eb,Wayne Shorter
Woodchopper's Ball,realbook_hal_6th_Eb.pdf,447,447,Eb,Joe Bishop/Woody Herman
Wives And Lovers,realbook_hal_6th_Eb.pdf,448,449,Eb,Burt Bacharach/Hal David
Woody'n You,realbook_hal_6th_Eb.pdf,450,450,Eb,Dizzy Gillespie
World Is Waiting For The Sunrise (The),realbook_hal_6th_Eb.pdf,451,451,Eb,Ernest Seitz/Eugene Lockhart
Yes Or No,realbook_hal_6th_Eb.pdf,452,452,Eb,Wayne Shorter
Yesterday,realbook_hal_6th_Eb.pdf,453,453,Eb,John Lennon/Paul McCartney
Yesterdays,realbook_hal_6th_Eb.pdf,454,454,Eb,Jerome Kern/Otto Harbach
You Are Too Beautiful,realbook_hal_6th_Eb.pdf,455,455,Eb,Richard Rodgers/Lorenz Hart
You Are The Sunshine Of My Life,realbook_hal_6th_Eb.pdf,456,457,Eb,Stevie Wonder
You Brought A New Kind Of Love To Me,realbook_hal_6th_Eb.pdf,458,458,Eb,Sammie Fain/Irving Kahal/Pierre Norman
You Don't Know What Love Is,realbook_hal_6th_Eb.pdf,459,459,Eb,Don Raye/Gene DePaul
You Took Advantage Of Me,realbook_hal_6th_Eb.pdf,460,460,Eb,Richard Rodgers/Lorenz Hart
Young At Heart,realbook_hal_6th_Eb.pdf,461,461,Eb,Johnny Richards/Carolyn Leigh
You're Nobody 'Til Somebody Loves You,realbook_hal_6th_Eb.pdf,462,462,Eb,Russ Morgan/Larry Stock/James Cavanaugh
